video_id,url,title,upload_date,channel,summary,narratives,view_count,like_count,comment_count,transcript_source,description
MIjH8MCbONI,https://www.youtube.com/watch?v=MIjH8MCbONI,Career Change: The Questions You Need to Ask Yourself Now | Laura Sheehan | TEDxHanoi,2018-06-08,TEDx Talks,"Sheehan - Career Strategist and Founder of E.P. Career Strategies Laura is a U.S. Having decided years ago to accompany her husband in his international career moves, Laura has lived in seven countries over the span of 15 years.",,1361106,27363,729,,"Having successfully navigated the challenges of finding employment in seven countries over the span of 15 years, Laura guides you through her journey and provides tips on how to find success...wherever you are. Laura E.P. Sheehan - Career Strategist and Founder of E.P. Career Strategies Laura is a U.S. lawyer turned expat career strategist who stumbled upon her life’s calling whilst living in Hanoi. Having decided years ago to accompany her husband in his international career moves, Laura has lived in seven countries over the span of 15 years. Mere weeks into her time in Hanoi, Laura seized upon a new opportunity to utilize her experiences to empower the wider global community of “trailing spouses.” In the two short years that she has been in Vietnam, she has successfully made a full transition into the role of a global career strategist. Laura was recently recognized by the Associates of the American Foreign Service Worldwide (AAFSW) as a top nominee for the 2017 “Champion of Career Enhancement for Eligible Family Members (CCE-EFM)” Award and was featured in the AAFSW’s January 2018 edition of Global Link. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at"
79SVs8rKf4w,https://www.youtube.com/watch?v=79SVs8rKf4w,"Goodbye Sugar, Hello Flavor | CalFresh Healthy Living",2019-05-01,CalFresh Healthy Living,"For this go-getter dad, sugary sports drinks were a problem. Luckily, his family has a plan. Learn more about healthy changes at",health; taste_convenience,218487,183,,,"For this go-getter dad, sugary sports drinks were a problem. Luckily, his family has a plan. Can they find their way to a healthy victory? Learn more about healthy changes at"
IAqRpBA09uI,https://www.youtube.com/watch?v=IAqRpBA09uI,Vegan steak that looks and tastes JUST like meat launches at Tesco,2018-05-15,"Sa Colo Co., LTD","Share this article Share The new plant-based steak is thought to be the first realistic steak lookalike product to launch in a mainstream UK supermarket. Gert Jan Gombert of Vivera told Plant Based News: 'A large group of vegetarians, vegans and flexitarians has been very interested in such a product for years. Innovative and high-quality plant-based products can make a significant contribution here.' Tesco has made strides in bringing plant-based food to the mass market this year after launching its Wicked Kitchen vegan range in January, developed in collaboration with chefs Derek and Chad Sarno.Bringing these products to the mass market means this will be a big year for veganism, Derek Sarno told Plant Based News.He added: 'This is the year that we will see a major shift in food service offerings.",innovation_market; identity_lifestyle; taste_convenience; health; animal_welfare; environment; price_value,50,0,0,,"A plant-based 'steak' that is said to look and taste just like real meat will soon be available at a major supermarket.The steak, which is made of wheat and soy, will launch at 400 Tesco stores across the UK from May 21 as the country sees a boom in popularity for veganism and flexitarian lifestyles.The product has been made by Dutch manufacturer Vivera, which describes it as 'barely distinguishable from real steak' in taste, texture and smell. It comes after British supermarkets have reported a surge in sales of vegan food, with the Vegan Society saying that more than half of adults are adopting plant-based 'buying behaviours'.The number of vegans in the UK has also increased by up to four times in the last 10 years. Share this article Share The new plant-based steak is thought to be the first realistic steak lookalike product to launch in a mainstream UK supermarket. It is not known yet how much it will cost.A spokesman for Vivera said: 'Vivera announces that it, as the first company in the world, will bring the 100 percent plant-based steak to market. Vegetarians, vegans and flexitarians will be able to enjoy this ground-breaking product. 'Vivera has already started production and expects to produce several million pieces in 2018.'The 'steak' will first launch in the UK before arriving in the Netherlands, Germany, France and Italy in the second half of 2018. Gert Jan Gombert of Vivera told Plant Based News: 'A large group of vegetarians, vegans and flexitarians has been very interested in such a product for years. With the breakthrough of its market introduction and large-scale production, a large group of consumers can enjoy this very tasty plant-based product.'The smell, taste and bite can hardly be distinguished from real steak and we are convinced that this product will meet a large need of consumers.'It is very important that we eat less meat, both for our own health, animal welfare and for our planet. Innovative and high-quality plant-based products can make a significant contribution here.' Tesco has made strides in bringing plant-based food to the mass market this year after launching its Wicked Kitchen vegan range in January, developed in collaboration with chefs Derek and Chad Sarno.Bringing these products to the mass market means this will be a big year for veganism, Derek Sarno told Plant Based News.He added: 'This is the year that we will see a major shift in food service offerings. The commitment and stance Tesco has taken...is just amazing!'Accessibility will no longer be a barrier for anyone wanting to embrace a healthier and more compassionate way of eating that actually tastes amazing and isn't just boring and bland. This is here to stay and, and it's far beyond a trend. This is a very exciting year ahead and there's lots more to follow.'"
9xnHrBzLgaQ,https://www.youtube.com/watch?v=9xnHrBzLgaQ,Don't Waste Your Money: Best laundry detergents,2018-04-07,WXYZ-TV Detroit | Channel 7,"When it comes to laundry detergent, the options seem endless.",,1928632,14076,2183,,"Powder, liquid, pods. When it comes to laundry detergent, the options seem endless."
4fALyHvuS8U,https://www.youtube.com/watch?v=4fALyHvuS8U,LPS17 Stage 1 Seminars - Karin Bemelmans & Gertrude Zeinstra,2017-06-16,London Produce Show & Conference,"London Produce Show 2017 | Seminars The National Action Plan for Fruit & Vegetables, a Discussion: How the Dutch are getting children to eat more fruit & vegetables With Karin Bemelmans, Coordinator, National Fruit and Vegetables Action Plan Gertrude Zeinstra Senior Consumer Scientist, Wageningen Food & Biobased Research For more information, see -",,20,0,0,,"London Produce Show 2017 | Seminars The National Action Plan for Fruit & Vegetables, a Discussion: How the Dutch are getting children to eat more fruit & vegetables With Karin Bemelmans, Coordinator, National Fruit and Vegetables Action Plan Gertrude Zeinstra Senior Consumer Scientist, Wageningen Food & Biobased Research For more information, see -"
2y8SA6cLUys,https://www.youtube.com/watch?v=2y8SA6cLUys,3 ways to create a work culture that brings out the best in employees | Chris White | TEDxAtlanta,2019-04-15,TEDx Talks,"Chris White leads the University of Michigan’s Center for Positive Organizations. Through ground-breaking research, educational programs and organizational partnerships, the center helps leaders build high-performing organizations that bring out the best in people. Chris’ work has been featured by CBS, Fast Company, Forbes Inc., and Talent Management Magazine.",,1322404,11195,228,,"Chris White leads the University of Michigan’s Center for Positive Organizations. Through ground-breaking research, educational programs and organizational partnerships, the center helps leaders build high-performing organizations that bring out the best in people. Chris’ work has been featured by CBS, Fast Company, Forbes Inc., and Talent Management Magazine. He is the recipient of the Ideas Worth Teaching Award for excellence in business education from The Aspen Institute, and co-authored “Changing Your Company from the Inside Out,” published by the Harvard Business Review Press. Chris’ passion lies in helping leaders build high-performing organizations that bring out the best in people. He leads the University of Michigan’s Center for Positive Organizations which works toward this goal through ground-breaking research, educational programs, and organizational partnerships. Chris’ work has been featured by CBS, Fast Company, Forbes, Inc., and Talent Management Magazine and is the recipient of the Ideas Worth Teaching Award for excellence in business education from The Aspen Institute. He is co-author of “Changing Your Company from the Inside Out” published by the Harvard Business Review Press. Chris holds a Master of Business Administration the University of Michigan’s Ross School of Business. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at"
dgdxoTsaOuo,https://www.youtube.com/watch?v=dgdxoTsaOuo,Online tool for health risk-benefit communication about seafood consumption - Eng. Fien Minnens,2017-09-20,VLIZoostende,"Pitch presentation by Dr Eng. Fien Minnens (Ghent University) at the VLIZ Science Symposium: the Ocean and Human Health (06.09.217 at Oostende, Belgium). Read more: - VLIZ Science Symposium: the Ocean and Human Health: - Dr Edouard Delcroix Prize: - Dr Eng.",health,71,0,0,,"Pitch presentation by Dr Eng. Fien Minnens (Ghent University) at the VLIZ Science Symposium: the Ocean and Human Health (06.09.217 at Oostende, Belgium). Abstract: Seafood is widely recognized as an important component of a healthy diet. As we gain more knowledge on contaminants in seafood, concerns are being raised over the risks associated and there is debate on the communication dilemma concerning the nutritional-toxicological conflict. Although health benefits outweigh the health risks for the general population, there is a need for caution when it concerns more vulnerable groups such as pregnant women and children. In order to tailor messages based on consumers’ profile and consumption pattern, online interactive tools grant new opportunities, with consumers increasingly using the internet for health and nutrition information. Read more: - VLIZ Science Symposium: the Ocean and Human Health: - Dr Edouard Delcroix Prize: - Dr Eng. Fien Minnens:"
GcB3naur4IE,https://www.youtube.com/watch?v=GcB3naur4IE,Cook along with Jasmine Harman - Greek Mezze Plate,2020-11-27,No Meat May,"_ _ _ _ _ _ NO MEAT MAY: 31 Days, No Meat, 4 Big Reasons! No Meat May is a global campaign and registered charity that challenges people to eliminate meat from their diets for 31 days, for 4 big reasons. Follow us: Facebook: Instagram: - REVOLUTION STARTS HERE - #vegan #jasmineharman #aplaceinthesun",health; identity_lifestyle; environment; taste_convenience,1396,6,3,,"Join Jasmine Harman – fabulous UK TV presenter, and star of Channel 4’s A Place in the Sun – for a delicious Greek mezze cooking lesson live on our Facebook page this Sunday 24th May at 11.30am BST (8.30pm AEST). Whilst observing the current international travel ban Jasmine will be transporting us to the glamorous Mediterranean, through easy to make vegan mezze dishes including hummus, flat bread, gigantes and Greek salad.😋👌 Jasmine will also be chatting to No Meat May’s co-founder, Ryan, about her Greek Cypriot heritage – and will be solving the biggest question of our age; which vegan cheeses are actually any good! (hint: quite a lot these days). _ _ _ _ _ _ NO MEAT MAY: 31 Days, No Meat, 4 Big Reasons! No Meat May is a global campaign and registered charity that challenges people to eliminate meat from their diets for 31 days, for 4 big reasons. #SaveOurPlanet #EndFactoryFarming #ImproveYourHealth & #FeedTheWorld Our mission is to inspire and support more people to shift to plant-rich diets to build a healthier, kinder, and more sustainable world. We do this through running global challenge events where we share practical tools and build empowering and supportive communities to sustain long-term behaviour change. We bring people together to discover incredible plant-based food from all corners of the world. Sign up today: for FREE tips, recipes, cooking demo's, nutritional advice, support and more. Follow us: Facebook: Instagram: - REVOLUTION STARTS HERE - #vegan #jasmineharman #aplaceinthesun"
bfAnmqy5uYE,https://www.youtube.com/watch?v=bfAnmqy5uYE,A Warning to Those Visiting Auschwitz,2018-03-26,Patrick Ney,It's my mission to promote Poland and extraordinary bravery of Poles. I create films and podcasts to promote Poland. Take action TODAY and join here:,,11396547,649640,61463,,"This film has been one of the most controversial I have ever posted. But it really shouldn't be. The lies about Auschwitz are part of a concerted campaign to downplay the Nazi crimes of World War 2 and to make out the Germans were the ""victims"" of WW2. It's my mission to promote Poland and extraordinary bravery of Poles. I create films and podcasts to promote Poland. If you want to join the mission become a member of our Patreon to get behind the scenes content, sneak previews and to support the fight back. Take action TODAY and join here:"
oBytVNZNMgY,https://www.youtube.com/watch?v=oBytVNZNMgY,£20 WAITROSE LONDON VEGAN FOOD HAUL,2019-05-31,LDN Vegans,"In the latest LDN Vegans UK food haul video Phil went to Waitrose with £20 to see what vegan food he could buy. There are some good books out there: How To Create A Vegan World LDN VEGANS FOOD HAULS: -------------------------------------------------------- We are Phil Marriott and Polly Harvey aka LDN Vegans. Non-profit, educational or personal use tips the balance in favor of fair use.",identity_lifestyle; animal_welfare; innovation_market,310,15,10,,"In the latest LDN Vegans UK food haul video Phil went to Waitrose with £20 to see what vegan food he could buy. #VeganWaitrose #Waitrose #VeganHaul 👍🏻 Don't forget to give us a thumbs up & SUBSCRIBE to our channel if you enjoyed this video! WHO ARE LDN VEGANS? WHY GO VEGAN? NEED HELP GOING VEGAN? Going vegan... There are some good books out there: How To Create A Vegan World LDN VEGANS FOOD HAULS: -------------------------------------------------------- We are Phil Marriott and Polly Harvey aka LDN Vegans. We started this project in May 2017. Our aim is to help vegans – and those curious about the vegan lifestyle – to find plant-based food and drink in London, as well as ethical clothing stores and shops selling cruelty-free goods. -------------------------------------------------------- For the last twenty years, Phil has been a radio presenter and DJ. At the beginning of 2014, Phil teamed up with DJ Rich B to form a remix duo, and has since produced official remixes for bands and artists such as Erasure, LeAnn Rimes and Holly Johnson. He is currently the Head of Music at LGBTQ+ radio station Gaydio, and also runs the entertainment website philmarriott.net. Polly is a full time teacher and part-time photographer. -------------------------------------------------------- 🌱 Please do consider subscribing to this YouTube channel for the latest animal welfare news, vegan product reviews, interviews and more. Don't forget to click the notification bell 🔔 so that you get updates of when our videos go online. OUR WEBSITE: 👍🏻 JOIN THE LDN VEGANS NEWSLETTER: LDN Vegans Theme Tune by DARLING LIES: 📺 SUBSCRIBE TO OUR YOUTUBE CHANNEL: 👍🏻 LIKE US ON FACEBOOK: 👍🏻 FOLLOW US ON TWITTER: 📷 FOLLOW US ON INSTAGRAM: PHIL MARRIOTT'S PERSONAL PLATFORMS: - - - - ---------- SHOW NOTES, GEAR & LINKS ---------- 📷EQUIPMENT USED IN THIS VIDEO 📷 *CAMERA* CANON 70D: CANON 50MM LENS: CANON EFS 10-188 MM LENS: *MICROPHONES* RODE VIDEOMIC PRO: RODE SMARTLAV + LAVALIER MICROPHONES: *TRIPODS* ALBOTT TRIPOD: JOBY GORILLAPOD FOCUS TRIPOD: London Underground photo on our cover artwork by Nigel Tadyanehondo on Unsplash DISCLAIMER: This video and description contains affiliate links, which means that if you click on one of the product links, we'll receive a small commission. This helps support the channel and allows us to continue to make videos that promote the vegan lifestyle. Thank you for the support, we really do appreciate it. Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, parody, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use."
